Questions,17th/18th Century Philosophy,19th Century Philosophy,20th Century Philosophy,Aesthetics,African/Africana Philosophy,Ancient Greek and Roman Philosophy,Applied Ethics,Asian Philosophy,Continental Philosophy,Decision Theory,Epistemology,Feminist Philosophy,General Philosophy of Science,Logic and Philosophy of Logic,Medieval and Renaissance Philosophy,Meta-Ethics,Metaphilosophy,Metaphysics,Normative Ethics,Philosophy of Action,Philosophy of Biology,Philosophy of Cognitive Science,Philosophy of Computing and Information,"Philosophy of Gender, Race, and Sexuality",Philosophy of Language,Philosophy of Law,Philosophy of Mathematics,Philosophy of Mind,Philosophy of Physical Science,Philosophy of Religion,Philosophy of the Americas,Philosophy of Social Science,Social and Political Philosophy
Arguments for theism,"Accept or lean towards:cosmological: 0.25
","Accept or lean towards:pragmatic: 0.3261
","Accept or lean towards:cosmological: 0.1846
Reject or lean against:cosmological: 0.1385
Reject or lean against:design: 0.1385
Reject or lean against:ontological: 0.1538
Accept or lean towards:pragmatic: 0.1692
Reject or lean against:pragmatic: 0.1385
Reject or lean against:moral: 0.1385
Accept a combination of views: 0.1538
","Accept or lean towards:cosmological: 0.2063
Accept or lean towards:pragmatic: 0.1905
Accept a combination of views: 0.1587
","Accept or lean towards:cosmological: 0.4
Accept or lean towards:pragmatic: 0.4
","Accept or lean towards:cosmological: 0.2982
","Accept or lean towards:cosmological: 0.2061
Accept or lean towards:pragmatic: 0.1756
Accept a combination of views: 0.1832
","Accept or lean towards:cosmological: 0.3182
Accept or lean towards:pragmatic: 0.2727
","Accept or lean towards:cosmological: 0.25
Reject or lean against:ontological: 0.2
Accept or lean towards:pragmatic: 0.25
Accept a combination of views: 0.225
","Accept or lean towards:design: 0.3793
","Accept or lean towards:design: 0.2423
Accept or lean towards:cosmological: 0.1962
Accept a combination of views: 0.2192
","Reject or lean against:ontological: 0.25
Reject or lean against:cosmological: 0.2273
Reject or lean against:design: 0.2273
Reject or lean against:pragmatic: 0.2273
Reject or lean against:moral: 0.2273
Accept a combination of views: 0.25
","Accept or lean towards:design: 0.2051
Reject or lean against:ontological: 0.1624
Accept or lean towards:pragmatic: 0.188
Reject or lean against:moral: 0.1624
Accept a combination of views: 0.1966
","Accept a combination of views: 0.2065
Accept or lean towards:cosmological: 0.1739
Reject or lean against:cosmological: 0.163
Accept or lean towards:design: 0.163
Reject or lean against:ontological: 0.1739
Reject or lean against:moral: 0.1739
","Accept or lean towards:cosmological: 0.6176
","Accept or lean towards:cosmological: 0.2313
Accept or lean towards:design: 0.2245
","Accept a combination of views: 0.2941
Reject or lean against:cosmological: 0.2549
Reject or lean against:design: 0.2745
Reject or lean against:pragmatic: 0.2549
Reject or lean against:moral: 0.2549
","Accept or lean towards:design: 0.2763
Accept or lean towards:cosmological: 0.2646
","Accept or lean towards:cosmological: 0.25
","Accept or lean towards:cosmological: 0.1975
Accept or lean towards:design: 0.1481
","Accept or lean towards:pragmatic: 0.2195
Reject or lean against:cosmological: 0.1707
Reject or lean against:design: 0.1707
Reject or lean against:ontological: 0.1707
Reject or lean against:pragmatic: 0.1707
Reject or lean against:moral: 0.1707
Accept a combination of views: 0.1707
","Accept or lean towards:pragmatic: 0.1935
Accept or lean towards:cosmological: 0.1613
Reject or lean against:cosmological: 0.172
Reject or lean against:design: 0.172
Reject or lean against:ontological: 0.172
Reject or lean against:pragmatic: 0.1613
Reject or lean against:moral: 0.1828
Accept a combination of views: 0.1935
","Reject or lean against:design: 0.3333
Reject or lean against:ontological: 0.3333
Reject or lean against:pragmatic: 0.3333
Reject or lean against:moral: 0.3333
Accept a combination of views: 0.3333
","Reject or lean against:cosmological: 0.2963
Reject or lean against:design: 0.2963
Reject or lean against:ontological: 0.2593
Reject or lean against:pragmatic: 0.2593
Reject or lean against:moral: 0.2963
Accept a combination of views: 0.2963
","Accept a combination of views: 0.2558
Reject or lean against:cosmological: 0.2267
Reject or lean against:design: 0.2326
Reject or lean against:ontological: 0.2326
Reject or lean against:pragmatic: 0.2326
Reject or lean against:moral: 0.2267
","Accept or lean towards:cosmological: 0.1935
Accept or lean towards:pragmatic: 0.1613
Accept a combination of views: 0.1613
","Accept or lean towards:design: 0.2
Accept or lean towards:cosmological: 0.1667
Accept or lean towards:ontological: 0.2
Accept or lean towards:moral: 0.1667
Accept an alternative view: 0.2
","Accept or lean towards:design: 0.1981
Accept or lean towards:cosmological: 0.1643
Reject or lean against:cosmological: 0.1546
Reject or lean against:design: 0.1498
Reject or lean against:ontological: 0.1546
Reject or lean against:pragmatic: 0.1498
Reject or lean against:moral: 0.1498
Accept a combination of views: 0.1739
","Accept or lean towards:cosmological: 0.2647
","Accept or lean towards:cosmological: 0.3964
","Accept or lean towards:pragmatic: 0.6
","Accept or lean towards:pragmatic: 0.25
","Accept or lean towards:pragmatic: 0.2153
Accept or lean towards:cosmological: 0.1667
Accept a combination of views: 0.1875
"
Belief or credence,"Accept or lean towards:belief: 0.4143
","Accept or lean towards:credence: 0.3103
Accept or lean towards:belief: 0.2759
","Accept or lean towards:belief: 0.4
","Accept or lean towards:belief: 0.4167
",*NA*,"Accept or lean towards:belief: 0.3095
","Accept or lean towards:credence: 0.3636
Accept or lean towards:belief: 0.3247
","Accept or lean towards:belief: 0.3846
Accept or lean towards:credence: 0.3846
","Accept or lean towards:belief: 0.4286
","Accept or lean towards:credence: 0.4857
","Accept or lean towards:belief: 0.3607
","Accept or lean towards:credence: 0.2813
Agnostic/undecided: 0.25
","Accept or lean towards:credence: 0.35
","Accept or lean towards:belief: 0.3171
Accept or lean towards:credence: 0.3171
","Accept or lean towards:belief: 0.4348
","Accept or lean towards:belief: 0.3109
Accept or lean towards:credence: 0.3109
","Accept or lean towards:credence: 0.3514
","Accept or lean towards:credence: 0.3186
Accept or lean towards:belief: 0.2941
","Accept or lean towards:credence: 0.3605
","Accept or lean towards:belief: 0.3966
","Accept or lean towards:credence: 0.3939
","Accept or lean towards:credence: 0.2714
Accept or lean towards:belief: 0.2571
Accept or lean towards:neither: 0.2571
","Accept or lean towards:belief: 0.5
","Accept or lean towards:belief: 0.3043
Accept or lean towards:credence: 0.2609
","Accept or lean towards:belief: 0.3077
Accept or lean towards:credence: 0.3013
","Accept or lean towards:belief: 0.4375
","Accept or lean towards:credence: 0.3913
","Accept or lean towards:belief: 0.3439
Accept or lean towards:credence: 0.3121
","Accept or lean towards:credence: 0.3448
","Accept or lean towards:belief: 0.4103
",*NA*,"Accept or lean towards:credence: 0.3824
","Accept or lean towards:credence: 0.3933
"
Capital punishment,"Accept or lean towards:impermissible: 0.7264
","Accept or lean towards:impermissible: 0.8571
","Accept or lean towards:impermissible: 0.9211
","Accept or lean towards:impermissible: 0.7571
",*NA*,"Accept or lean towards:impermissible: 0.6833
","Accept or lean towards:impermissible: 0.7413
","Accept or lean towards:impermissible: 0.8095
","Accept or lean towards:impermissible: 0.825
","Accept or lean towards:impermissible: 0.6563
","Accept or lean towards:impermissible: 0.7445
","Accept or lean towards:impermissible: 0.8542
","Accept or lean towards:impermissible: 0.7377
","Accept or lean towards:impermissible: 0.7714
","Accept or lean towards:impermissible: 0.5405
","Accept or lean towards:impermissible: 0.7436
","Accept or lean towards:impermissible: 0.84
","Accept or lean towards:impermissible: 0.6934
","Accept or lean towards:impermissible: 0.7184
","Accept or lean towards:impermissible: 0.7531
","Accept or lean towards:impermissible: 0.7907
","Accept or lean towards:impermissible: 0.8039
","Accept or lean towards:impermissible: 0.6667
","Accept or lean towards:impermissible: 0.7879
","Accept or lean towards:impermissible: 0.7949
","Accept or lean towards:impermissible: 0.6765
","Accept or lean towards:impermissible: 0.6316
","Accept or lean towards:impermissible: 0.7468
","Accept or lean towards:impermissible: 0.8205
","Accept or lean towards:impermissible: 0.549
","Accept or lean towards:impermissible: 1.0
","Accept or lean towards:impermissible: 0.7949
","Accept or lean towards:impermissible: 0.7836
"
Causation,"Accept or lean towards:counterfactual/difference-making: 0.3034
Accept or lean towards:process/production: 0.2921
Accept or lean towards:primitive: 0.2809
","Accept or lean towards:process/production: 0.2647
Accept or lean towards:counterfactual/difference-making: 0.2353
","Accept or lean towards:primitive: 0.2407
Accept or lean towards:process/production: 0.2037
","Accept or lean towards:counterfactual/difference-making: 0.2889
Accept or lean towards:primitive: 0.2889
",*NA*,"Accept or lean towards:counterfactual/difference-making: 0.2917
","Accept or lean towards:counterfactual/difference-making: 0.3908
","Accept or lean towards:process/production: 0.4286
","Accept or lean towards:process/production: 0.3333
","Accept or lean towards:counterfactual/difference-making: 0.6364
","Accept or lean towards:counterfactual/difference-making: 0.382
","Accept or lean towards:counterfactual/difference-making: 0.4
","Accept or lean towards:counterfactual/difference-making: 0.4661
","Accept or lean towards:counterfactual/difference-making: 0.3864
","Accept or lean towards:primitive: 0.5
","Accept or lean towards:counterfactual/difference-making: 0.3214
","Accept or lean towards:counterfactual/difference-making: 0.3333
","Accept or lean towards:counterfactual/difference-making: 0.3145
Accept or lean towards:process/production: 0.2823
","Accept or lean towards:counterfactual/difference-making: 0.4051
","Accept or lean towards:counterfactual/difference-making: 0.3889
","Accept or lean towards:counterfactual/difference-making: 0.5
","Accept or lean towards:counterfactual/difference-making: 0.5208
","Accept or lean towards:counterfactual/difference-making: 0.4667
","Accept or lean towards:counterfactual/difference-making: 0.5455
","Accept or lean towards:counterfactual/difference-making: 0.3898
","Accept or lean towards:counterfactual/difference-making: 0.4211
","Accept or lean towards:counterfactual/difference-making: 0.4516
","Accept or lean towards:counterfactual/difference-making: 0.4272
","Accept or lean towards:counterfactual/difference-making: 0.4103
","Accept or lean towards:primitive: 0.4643
","Accept or lean towards:counterfactual/difference-making: 0.4
Accept or lean towards:process/production: 0.4
","Accept or lean towards:counterfactual/difference-making: 0.6
","Accept or lean towards:counterfactual/difference-making: 0.4158
"
Chinese room,"Accept or lean towards:doesn't understand: 0.7576
","Accept or lean towards:doesn't understand: 0.7353
","Accept or lean towards:doesn't understand: 0.6061
","Accept or lean towards:doesn't understand: 0.6552
",*NA*,"Accept or lean towards:doesn't understand: 0.6667
","Accept or lean towards:doesn't understand: 0.7008
","Accept or lean towards:doesn't understand: 0.95
","Accept or lean towards:doesn't understand: 0.6286
","Accept or lean towards:doesn't understand: 0.5161
","Accept or lean towards:doesn't understand: 0.6908
","Accept or lean towards:doesn't understand: 0.8108
","Accept or lean towards:doesn't understand: 0.5285
","Accept or lean towards:doesn't understand: 0.59
","Accept or lean towards:doesn't understand: 0.9143
","Accept or lean towards:doesn't understand: 0.7518
","Accept or lean towards:doesn't understand: 0.5319
","Accept or lean towards:doesn't understand: 0.729
","Accept or lean towards:doesn't understand: 0.7391
","Accept or lean towards:doesn't understand: 0.6962
","Accept or lean towards:doesn't understand: 0.525
","Accept or lean towards:doesn't understand: 0.5
","Accept or lean towards:doesn't understand: 0.5556
","Accept or lean towards:doesn't understand: 0.7143
","Accept or lean towards:doesn't understand: 0.5918
","Accept or lean towards:doesn't understand: 0.8333
","Accept or lean towards:doesn't understand: 0.5946
","Accept or lean towards:doesn't understand: 0.6653
","Accept or lean towards:doesn't understand: 0.6389
","Accept or lean towards:doesn't understand: 0.8788
",*NA*,"Accept or lean towards:doesn't understand: 0.6316
","Accept or lean towards:doesn't understand: 0.7519
"
Concepts,"Accept or lean towards:empiricism: 0.4947
","Accept or lean towards:empiricism: 0.5476
","Accept or lean towards:empiricism: 0.5667
","Accept or lean towards:empiricism: 0.6545
",*NA*,"Accept or lean towards:empiricism: 0.5652
","Accept or lean towards:empiricism: 0.5326
","Accept or lean towards:empiricism: 0.6667
","Accept or lean towards:empiricism: 0.65
","Accept or lean towards:empiricism: 0.5
","Accept or lean towards:empiricism: 0.5118
","Accept or lean towards:empiricism: 0.6667
","Accept or lean towards:empiricism: 0.5865
","Accept or lean towards:empiricism: 0.45
","Accept or lean towards:empiricism: 0.5172
","Accept or lean towards:empiricism: 0.4103
","Accept or lean towards:empiricism: 0.4524
","Accept or lean towards:empiricism: 0.4486
","Accept or lean towards:empiricism: 0.4481
","Accept or lean towards:empiricism: 0.4531
","Accept or lean towards:empiricism: 0.6757
","Accept or lean towards:empiricism: 0.6327
","Accept or lean towards:nativism: 0.5385
","Accept or lean towards:empiricism: 0.4118
","Accept or lean towards:empiricism: 0.4734
","Accept or lean towards:empiricism: 0.4286
","Accept or lean towards:empiricism: 0.4483
","Accept or lean towards:empiricism: 0.4796
","Accept or lean towards:empiricism: 0.5429
","Accept or lean towards:empiricism: 0.4342
Accept or lean towards:nativism: 0.3947
","Accept or lean towards:nativism: 0.3333
Accept or lean towards:empiricism: 0.3333
","Accept or lean towards:empiricism: 0.5938
","Accept or lean towards:empiricism: 0.5545
"
Consciousness,"Accept or lean towards:dualism: 0.2277
Accept or lean towards:functionalism: 0.2277
Accept or lean towards:panpsychism: 0.198
","Accept or lean towards:functionalism: 0.2292
Accept or lean towards:panpsychism: 0.1875
","Accept or lean towards:functionalism: 0.2206
Accept or lean towards:dualism: 0.2059
","Accept or lean towards:functionalism: 0.3509
","Accept or lean towards:functionalism: 0.4
Agnostic/undecided: 0.4
","Accept or lean towards:functionalism: 0.2778
Accept or lean towards:dualism: 0.2407
","Accept or lean towards:functionalism: 0.3729
","Accept or lean towards:panpsychism: 0.4
","Accept or lean towards:functionalism: 0.1961
Accept or lean towards:panpsychism: 0.1569
Accept an alternative view: 0.1765
","Accept or lean towards:functionalism: 0.5161
","Accept or lean towards:functionalism: 0.3519
","Accept or lean towards:functionalism: 0.4545
","Accept or lean towards:functionalism: 0.4016
","Accept or lean towards:functionalism: 0.3878
","Accept or lean towards:dualism: 0.5333
","Accept or lean towards:functionalism: 0.3525
Accept or lean towards:dualism: 0.3094
","Accept or lean towards:functionalism: 0.2885
","Accept or lean towards:dualism: 0.3038
Accept or lean towards:functionalism: 0.2731
","Accept or lean towards:functionalism: 0.3316
","Accept or lean towards:functionalism: 0.3038
","Accept or lean towards:functionalism: 0.4524
","Accept or lean towards:functionalism: 0.5094
","Accept or lean towards:functionalism: 0.3125
","Accept or lean towards:functionalism: 0.4091
","Accept or lean towards:functionalism: 0.3533
","Accept or lean towards:dualism: 0.3704
","Accept or lean towards:functionalism: 0.3333
","Accept or lean towards:functionalism: 0.3621
","Accept or lean towards:functionalism: 0.475
","Accept or lean towards:dualism: 0.5243
","Accept or lean towards:functionalism: 0.3333
Agnostic/undecided: 0.3333
","Accept or lean towards:functionalism: 0.3611
","Accept or lean towards:functionalism: 0.304
"
Continuum hypothesis,"Accept or lean towards:determinate: 0.4878
","Accept or lean towards:indeterminate: 0.3571
","Accept or lean towards:determinate: 0.3902
","Agnostic/undecided: 0.3043
Accept or lean towards:determinate: 0.2609
Accept or lean towards:indeterminate: 0.2609
",*NA*,"Accept or lean towards:determinate: 0.4348
","Agnostic/undecided: 0.4643
","Accept or lean towards:determinate: 0.4286
Accept or lean towards:indeterminate: 0.4286
","Agnostic/undecided: 0.3333
","Accept or lean towards:indeterminate: 0.4286
","Accept or lean towards:determinate: 0.4375
","Accept or lean towards:indeterminate: 0.4444
","Accept or lean towards:indeterminate: 0.3765
Accept or lean towards:determinate: 0.3529
","Accept or lean towards:determinate: 0.4356
","Agnostic/undecided: 0.6
","Accept or lean towards:determinate: 0.4286
","Agnostic/undecided: 0.3824
","Accept or lean towards:determinate: 0.4907
","Accept or lean towards:determinate: 0.4118
Agnostic/undecided: 0.3922
","Agnostic/undecided: 0.4074
","Accept or lean towards:determinate: 0.2778
Agnostic/undecided: 0.2778
","Agnostic/undecided: 0.475
","Accept or lean towards:determinate: 0.4
Accept or lean towards:indeterminate: 0.4
","Accept or lean towards:indeterminate: 0.6667
","Accept or lean towards:determinate: 0.4361
","Accept or lean towards:determinate: 0.3636
","Accept or lean towards:indeterminate: 0.4103
","Accept or lean towards:determinate: 0.3774
Agnostic/undecided: 0.3774
","Accept or lean towards:indeterminate: 0.4412
","Accept or lean towards:determinate: 0.475
",*NA*,"Accept or lean towards:indeterminate: 0.3333
","Accept or lean towards:indeterminate: 0.3684
"
Cosmological fine-tuning,"Accept or lean towards:brute fact: 0.3176
","Accept or lean towards:brute fact: 0.4595
","Accept or lean towards:brute fact: 0.3673
","Accept or lean towards:brute fact: 0.2821
",*NA*,"Accept or lean towards:design: 0.2449
Accept or lean towards:brute fact: 0.2449
","Accept or lean towards:brute fact: 0.266
Accept or lean towards:no fine-tuning: 0.2234
","Accept or lean towards:brute fact: 0.2778
Accept or lean towards:no fine-tuning: 0.2778
","Agnostic/undecided: 0.2333
Accept or lean towards:design: 0.2
","Accept or lean towards:no fine-tuning: 0.3846
","Accept or lean towards:brute fact: 0.3223
","Accept or lean towards:brute fact: 0.4
","Accept or lean towards:brute fact: 0.3628
","Accept or lean towards:brute fact: 0.3784
","Accept or lean towards:design: 0.7097
","Accept or lean towards:brute fact: 0.3097
","Accept or lean towards:brute fact: 0.2632
Accept or lean towards:no fine-tuning: 0.2632
Agnostic/undecided: 0.2368
","Accept or lean towards:brute fact: 0.3217
Accept or lean towards:design: 0.2826
","Accept or lean towards:brute fact: 0.2704
","Accept or lean towards:brute fact: 0.3019
Accept or lean towards:no fine-tuning: 0.283
","Accept or lean towards:brute fact: 0.3889
","Accept or lean towards:brute fact: 0.3875
","Accept or lean towards:brute fact: 0.3571
","Accept or lean towards:brute fact: 0.3125
","Accept or lean towards:brute fact: 0.3077
Accept or lean towards:no fine-tuning: 0.2692
","Accept or lean towards:brute fact: 0.2222
Agnostic/undecided: 0.2222
","Accept or lean towards:brute fact: 0.3636
Accept or lean towards:no fine-tuning: 0.3182
","Accept or lean towards:brute fact: 0.3275
","Accept or lean towards:brute fact: 0.3571
","Accept or lean towards:design: 0.6931
","Accept or lean towards:no fine-tuning: 0.6
","Accept or lean towards:brute fact: 0.3103
","Accept or lean towards:brute fact: 0.3579
"
Environmental ethics,"Accept or lean towards:non-anthropocentric: 0.5455
","Accept or lean towards:anthropocentric: 0.4565
Accept or lean towards:non-anthropocentric: 0.4348
","Accept or lean towards:non-anthropocentric: 0.4918
","Accept or lean towards:non-anthropocentric: 0.4902
",*NA*,"Accept or lean towards:non-anthropocentric: 0.4821
Accept or lean towards:anthropocentric: 0.4643
","Accept or lean towards:non-anthropocentric: 0.5564
","Accept or lean towards:non-anthropocentric: 0.72
","Accept or lean towards:non-anthropocentric: 0.5455
","Accept or lean towards:anthropocentric: 0.56
","Accept or lean towards:non-anthropocentric: 0.5481
","Accept or lean towards:non-anthropocentric: 0.6444
","Accept or lean towards:anthropocentric: 0.4632
Accept or lean towards:non-anthropocentric: 0.4526
","Accept or lean towards:non-anthropocentric: 0.5342
","Accept or lean towards:anthropocentric: 0.5758
","Accept or lean towards:non-anthropocentric: 0.5194
","Accept or lean towards:non-anthropocentric: 0.4737
","Accept or lean towards:non-anthropocentric: 0.5294
","Accept or lean towards:non-anthropocentric: 0.5047
Accept or lean towards:anthropocentric: 0.4623
","Accept or lean towards:anthropocentric: 0.4853
Accept or lean towards:non-anthropocentric: 0.4412
","Accept or lean towards:anthropocentric: 0.561
","Accept or lean towards:non-anthropocentric: 0.6216
","Accept or lean towards:anthropocentric: 0.4706
Accept or lean towards:non-anthropocentric: 0.4706
","Accept or lean towards:non-anthropocentric: 0.5517
","Accept or lean towards:non-anthropocentric: 0.5391
","Accept or lean towards:anthropocentric: 0.5484
","Accept or lean towards:non-anthropocentric: 0.56
","Accept or lean towards:non-anthropocentric: 0.5309
","Accept or lean towards:anthropocentric: 0.5172
","Accept or lean towards:anthropocentric: 0.4819
Accept or lean towards:non-anthropocentric: 0.4458
",*NA*,"Accept or lean towards:anthropocentric: 0.6047
","Accept or lean towards:non-anthropocentric: 0.5667
"
Extended mind,"Accept or lean towards:yes: 0.5978
","Accept or lean towards:yes: 0.5952
","Accept or lean towards:yes: 0.5156
","Accept or lean towards:yes: 0.5926
",*NA*,"Accept or lean towards:no: 0.5476
","Accept or lean towards:yes: 0.6071
","Accept or lean towards:yes: 0.8095
","Accept or lean towards:yes: 0.7674
","Accept or lean towards:yes: 0.56
","Accept or lean towards:yes: 0.4845
","Accept or lean towards:yes: 0.7714
","Accept or lean towards:yes: 0.5164
","Accept or lean towards:yes: 0.5116
","Accept or lean towards:no: 0.6207
","Accept or lean towards:yes: 0.4692
","Accept or lean towards:yes: 0.4902
","Accept or lean towards:no: 0.5
","Accept or lean towards:yes: 0.5193
","Accept or lean towards:yes: 0.5733
","Accept or lean towards:yes: 0.4783
","Accept or lean towards:yes: 0.56
","Accept or lean towards:yes: 0.6111
","Accept or lean towards:yes: 0.5769
","Accept or lean towards:yes: 0.483
","Accept or lean towards:no: 0.4737
","Accept or lean towards:yes: 0.5714
","Accept or lean towards:yes: 0.5325
","Accept or lean towards:yes: 0.5405
","Accept or lean towards:no: 0.5976
","Accept or lean towards:yes: 0.8333
","Accept or lean towards:yes: 0.6429
","Accept or lean towards:yes: 0.6325
"
Foundations of mathematics,"Accept or lean towards:constructivism/intuitionism: 0.2586
Agnostic/undecided: 0.2414
","Accept or lean towards:constructivism/intuitionism: 0.4286
","Accept or lean towards:constructivism/intuitionism: 0.2292
","Accept or lean towards:constructivism/intuitionism: 0.3846
",*NA*,"Accept or lean towards:constructivism/intuitionism: 0.2593
Accept or lean towards:structuralism: 0.2593
","Agnostic/undecided: 0.383
","Accept or lean towards:constructivism/intuitionism: 0.3333
Accept or lean towards:structuralism: 0.3333
Agnostic/undecided: 0.3333
","Accept or lean towards:constructivism/intuitionism: 0.4
","Accept or lean towards:structuralism: 0.3158
","Agnostic/undecided: 0.2289
Accept or lean towards:structuralism: 0.2169
","Agnostic/undecided: 0.4
","Accept or lean towards:structuralism: 0.2366
Agnostic/undecided: 0.2366
","Accept or lean towards:structuralism: 0.2571
Accept or lean towards:logicism: 0.2095
Accept or lean towards:set-theoretic: 0.219
","Accept or lean towards:constructivism/intuitionism: 0.5
","Agnostic/undecided: 0.2609
Accept or lean towards:logicism: 0.2174
","Agnostic/undecided: 0.25
Accept or lean towards:logicism: 0.2222
Accept or lean towards:structuralism: 0.2222
","Accept or lean towards:structuralism: 0.2637
Agnostic/undecided: 0.2418
","Agnostic/undecided: 0.359
","Agnostic/undecided: 0.3333
","Agnostic/undecided: 0.3214
","Agnostic/undecided: 0.3077
","Accept or lean towards:structuralism: 0.3333
","Agnostic/undecided: 0.4167
","Accept or lean towards:structuralism: 0.2549
","Accept or lean towards:constructivism/intuitionism: 0.4444
","Accept or lean towards:structuralism: 0.4186
","Agnostic/undecided: 0.25
Accept or lean towards:structuralism: 0.225
","Accept or lean towards:structuralism: 0.3429
","Agnostic/undecided: 0.3023
",*NA*,"Accept or lean towards:logicism: 0.2593
","Agnostic/undecided: 0.2364
Accept or lean towards:constructivism/intuitionism: 0.2182
"
Gender categories,"Accept or lean towards:revise: 0.5111
","Accept or lean towards:revise: 0.6327
","Accept or lean towards:revise: 0.5385
","Accept or lean towards:revise: 0.5345
","Accept or lean towards:revise: 0.8
","Accept or lean towards:revise: 0.537
","Accept or lean towards:revise: 0.5078
","Accept or lean towards:revise: 0.7273
","Accept or lean towards:revise: 0.6829
","Accept or lean towards:revise: 0.5
","Accept or lean towards:revise: 0.4304
","Accept or lean towards:revise: 0.5091
","Accept or lean towards:revise: 0.3874
","Accept or lean towards:revise: 0.3871
","Accept or lean towards:preserve: 0.4865
","Accept or lean towards:revise: 0.4889
","Accept or lean towards:revise: 0.4706
","Accept or lean towards:revise: 0.5022
","Accept or lean towards:revise: 0.5539
","Accept or lean towards:revise: 0.5571
","Accept or lean towards:revise: 0.4615
","Accept or lean towards:revise: 0.6292
","Accept or lean towards:revise: 0.6154
","Accept or lean towards:revise: 0.6667
","Accept or lean towards:revise: 0.4824
","Accept or lean towards:revise: 0.5
","Accept or lean towards:preserve: 0.3636
","Accept or lean towards:revise: 0.5187
","Accept or lean towards:revise: 0.4286
","Accept or lean towards:preserve: 0.4516
","Accept or lean towards:revise: 0.6667
","Accept or lean towards:revise: 0.4865
","Accept or lean towards:revise: 0.5723
"
Grounds of intentionality,"Accept or lean towards:causal/teleological: 0.3175
","Accept or lean towards:causal/teleological: 0.3429
Accept or lean towards:interpretational: 0.3143
","Accept or lean towards:causal/teleological: 0.2353
Accept or lean towards:interpretational: 0.2157
Accept or lean towards:phenomenal: 0.2157
","Accept or lean towards:causal/teleological: 0.3415
",*NA*,"Accept or lean towards:causal/teleological: 0.5263
","Accept or lean towards:causal/teleological: 0.3333
","Accept or lean towards:phenomenal: 0.3077
","Accept or lean towards:interpretational: 0.3333
","Accept or lean towards:causal/teleological: 0.3333
","Accept or lean towards:causal/teleological: 0.3085
","Accept or lean towards:causal/teleological: 0.2381
Accept or lean towards:inferential: 0.1905
Accept or lean towards:interpretational: 0.1905
Accept or lean towards:phenomenal: 0.1905
Agnostic/undecided: 0.1905
","Accept or lean towards:causal/teleological: 0.439
","Accept or lean towards:causal/teleological: 0.3472
","Accept or lean towards:causal/teleological: 0.5417
","Accept or lean towards:causal/teleological: 0.3365
","Accept or lean towards:causal/teleological: 0.2955
","Accept or lean towards:causal/teleological: 0.3788
","Accept or lean towards:causal/teleological: 0.266
Agnostic/undecided: 0.2447
","Accept or lean towards:causal/teleological: 0.375
","Accept or lean towards:causal/teleological: 0.5938
","Accept or lean towards:causal/teleological: 0.5556
","Accept or lean towards:causal/teleological: 0.5385
","Accept or lean towards:primitive: 0.2381
Accept or lean towards:interpretational: 0.1905
Agnostic/undecided: 0.1905
","Accept or lean towards:causal/teleological: 0.3313
","Accept or lean towards:interpretational: 0.2857
","Accept or lean towards:causal/teleological: 0.3636
","Accept or lean towards:causal/teleological: 0.4338
","Accept or lean towards:interpretational: 0.25
Accept or lean towards:causal/teleological: 0.2083
","Accept or lean towards:primitive: 0.3091
Accept or lean towards:causal/teleological: 0.2909
","Accept or lean towards:interpretational: 0.4
","Accept or lean towards:causal/teleological: 0.2581
","Agnostic/undecided: 0.2464
"
Hard problem of consciousness,"Accept or lean towards:yes: 0.6768
","Accept or lean towards:yes: 0.6591
","Accept or lean towards:yes: 0.5333
","Accept or lean towards:yes: 0.5094
",*NA*,"Accept or lean towards:yes: 0.6182
","Accept or lean towards:yes: 0.7355
","Accept or lean towards:yes: 0.6316
","Accept or lean towards:yes: 0.6923
","Accept or lean towards:yes: 0.5
","Accept or lean towards:yes: 0.627
","Accept or lean towards:yes: 0.6757
","Accept or lean towards:yes: 0.5085
","Accept or lean towards:yes: 0.4762
Accept or lean towards:no: 0.4524
","Accept or lean towards:yes: 0.6333
","Accept or lean towards:yes: 0.708
","Accept or lean towards:yes: 0.4583
Accept or lean towards:no: 0.4167
","Accept or lean towards:yes: 0.6795
","Accept or lean towards:yes: 0.7236
","Accept or lean towards:yes: 0.6027
","Accept or lean towards:yes: 0.5
","Accept or lean towards:no: 0.5248
","Accept or lean towards:no: 0.5
","Accept or lean towards:yes: 0.7692
","Accept or lean towards:yes: 0.522
","Accept or lean towards:yes: 0.5625
","Accept or lean towards:yes: 0.5172
","Accept or lean towards:yes: 0.617
","Accept or lean towards:yes: 0.5278
","Accept or lean towards:yes: 0.8211
","Accept or lean towards:yes: 0.6
","Accept or lean towards:yes: 0.5366
","Accept or lean towards:yes: 0.7109
"
